SampleId,SampleName,OnyxDesignDnaId,NumberOfDesigns,DesignId,OnyxEditReadCount,ReferenceReadCount,RawReferenceReadCount,OtherReadCount,RawOtherReadCount,TotalSpanningReadCount,RawTotalSpanningReadCount,RawEditGenomeTotalWithDuplicates,RawReferenceGenomeTotalWithDuplicates,DuplicateBiasCorrection,FracOnyxEditReadCount,FracReferenceReadCount,FracOtherReadCount,ExpectedTotalReadCount,RawEditRate,PvalueRaw,PvalueNormalized,BinomialEditCall,BinomialEditCallQuality,Comments,RepresentativeDesign,DesignCategory,ConsensusEditCoverage,ConsensusWTCoverage,ConsensusFractionEdit,ConsensusPValue,ConsensusCallNotes,OtherEditReadCount,OtherRefReadCount,OtherNeighborReadCount,DesignPlasmidCoverage,DesignPlasmidReferenceCoverage,ContainerNumber,InscriptaChemistrySOPVersion,Organism,StrainFunction,Var1,Var2,Var3,Var4
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272348,0,939.0,939,0.0,0,939.0,939,0,960,1.0,0.0,1.0,0.0,3050.6445761394248,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272348,edit,0.0,1245.0,0.0,1.0,EGEWNotSpanned,0,0,0,2.0,2.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272349,0,1135.0,1135,0.0,0,1135.0,1135,0,1181,1.0,0.0,1.0,0.0,3050.6445761394248,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272349,edit,0.0,1526.0,0.0,1.0,EGEWNotSpanned,0,0,0,3.0,3.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272350,0,1336.0,1336,0.0,0,1336.0,1336,0,1385,1.0,0.0,1.0,0.0,3337.449385967496,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272350,edit,0.0,1592.0,0.0,1.0,EGEWNotSpanned,0,0,0,2.0,2.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272351,0,1376.0,1376,0.0,0,1376.0,1376,0,1436,1.0,0.0,1.0,0.0,3337.449385967496,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272351,edit,0.0,1632.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272352,0,1004.0,1004,0.0,0,1004.0,1004,0,1044,1.0,0.0,1.0,0.0,2737.765047725623,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272352,edit,0.0,1507.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272353,0,1598.0,1598,0.0,0,1598.0,1598,0,1664,1.0,0.0,1.0,0.0,3519.960828221917,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272353,edit,0.0,1848.0,0.0,1.0,EGEWNotSpanned,0,0,0,7.0,6.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272354,0,774.0,774,0.0,0,774.0,774,0,797,1.0,0.0,1.0,0.0,2268.4427145442487,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272354,edit,0.0,1322.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272355,0,1468.0,1468,0.0,0,1468.0,1468,0,1522,1.0,0.0,1.0,0.0,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272355,edit,0.0,1605.0,0.0,1.0,EGEWNotSpanned,0,0,0,7.0,7.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272356,0,796.0,796,0.0,0,796.0,796,0,822,1.0,0.0,1.0,0.0,2659.5449122464365,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272356,edit,0.0,1286.0,0.0,1.0,EGEWNotSpanned,0,0,0,2.0,2.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272357,0,839.0,839,1.0,1,840.0,840,0,859,1.0,0.0,0.9988095238095238,0.0011904761904761906,2659.5449122464365,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272357,edit,0.0,1224.0,0.0,1.0,EGEWNotSpanned,0,0,1,7.0,7.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272358,0,827.0,827,0.0,0,827.0,827,0,849,1.0,0.0,1.0,0.0,2633.471511225239,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272358,edit,0.0,1300.0,0.0,1.0,EGEWNotSpanned,0,0,0,2.0,2.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272359,0,1443.0,1443,0.0,0,1443.0,1443,0,1528,1.0,0.0,1.0,0.0,3024.571344042032,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272359,edit,0.0,1951.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272360,0,1031.0,1031,0.0,0,1031.0,1031,0,1082,1.0,0.0,1.0,0.0,3207.083732236555,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272360,edit,0.0,1367.0,0.0,1.0,EGEWNotSpanned,0,0,0,10.0,10.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272361,0,716.0,716,1.0,1,717.0,717,0,738,1.0,0.0,0.99860529986053,0.001394700139470014,2268.4427145442487,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272361,edit,0.0,1261.0,0.0,1.0,EGEWNotSpanned,0,0,1,12.0,12.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272362,0,1283.0,1283,0.0,0,1283.0,1283,0,1332,1.0,0.0,1.0,0.0,3337.449385967496,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272362,edit,0.0,1536.0,0.0,1.0,EGEWNotSpanned,0,0,0,5.0,5.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272363,0,1717.0,1717,0.0,0,1717.0,1717,0,1798,1.0,0.0,1.0,0.0,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272363,edit,0.0,1893.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272364,0,1104.0,1104,0.0,0,1104.0,1104,0,1156,1.0,0.0,1.0,0.0,2242.369144605128,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272364,edit,0.0,1966.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272365,0,1046.0,1046,0.0,0,1046.0,1046,0,1081,1.0,0.0,1.0,0.0,2268.4427145442487,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272365,edit,0.0,1853.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272366,1,1423.0,1423,0.0,0,1424.0,1424,1,1498,1.0,0.0007022471910112359,0.9992977528089888,0.0,3519.960828221917,0.0007022471910112359,0.014136353741884485,0.014136353741884485,no_edit,1.413635E-02,,SPB00001|272366,edit,1.0,1641.0,0.0006090133982947625,0.016282777486343877,no_edit,0,0,0,0.0,0.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272367,0,1525.0,1525,0.0,0,1525.0,1525,0,1571,1.0,0.0,1.0,0.0,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272367,edit,0.0,1712.0,0.0,1.0,EGEWNotSpanned,0,0,0,11.0,8.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272368,0,1720.0,1720,0.0,0,1720.0,1720,0,1806,1.0,0.0,1.0,0.0,3493.887798829326,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272368,edit,0.0,1994.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272370,0,1096.0,1096,0.0,0,1096.0,1096,0,1146,1.0,0.0,1.0,0.0,3050.6445761394248,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272370,edit,0.0,1482.0,0.0,1.0,EGEWNotSpanned,0,0,0,2.0,2.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272371,0,1041.0,1041,0.0,0,1041.0,1041,0,1080,1.0,0.0,1.0,0.0,3154.937391915687,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272371,edit,0.0,1359.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272372,0,1002.0,1002,0.0,0,1002.0,1002,0,1041,1.0,0.0,1.0,0.0,3024.571344042032,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272372,edit,0.0,1365.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272374,0,1533.0,1533,0.0,0,1533.0,1533,0,1593,1.0,0.0,1.0,0.0,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272374,edit,0.0,1694.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272375,0,1553.0,1553,0.0,0,1553.0,1553,0,1612,1.0,0.0,1.0,0.0,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272375,edit,0.0,1716.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272376,0,1117.0,1117,0.0,0,1117.0,1117,0,1145,1.0,0.0,1.0,0.0,3207.083732236555,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272376,edit,0.0,1425.0,0.0,1.0,EGEWNotSpanned,0,0,0,2.0,2.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272377,0,1170.7774965642616,1413,0.0,0,1170.7774965642616,1413,0,1469,1.0,0.0,1.0,0.0,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272377,edit,0.0,1528.0,0.0,1.0,EGEWNotSpanned,0,0,0,2.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272378,0,1390.5092219289777,1612,0.0,0,1390.5092219289777,1612,0,1673,1.0,0.0,1.0,0.0,3415.6686430745212,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272378,edit,0.0,1896.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272379,0,1356.8070321756047,1664,0.0,0,1356.8070321756047,1664,0,1736,1.0,0.0,1.0,0.0,3389.595568632797,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272379,edit,0.0,1937.0,0.0,1.0,EGEWNotSpanned,0,0,0,3.0,3.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272380,0,1647.5471266568563,1802,0.0,0,1647.5471266568563,1802,0,1864,1.0,0.0,1.0,0.0,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272380,edit,0.0,1937.0,0.0,1.0,EGEWNotSpanned,0,0,0,3.0,3.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272381,0,871.5418493734363,1030,0.0,0,871.5418493734363,1030,0,1057,1.0,0.0,1.0,0.0,3050.6445761394248,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272381,edit,0.0,1309.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272383,0,721.2005569592563,1132,0.0,0,721.2005569592563,1132,0,1159,1.0,0.0,1.0,0.0,3233.1568855026726,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272383,edit,0.0,1391.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272384,0,1446.0326428852018,1516,0.0,0,1446.0326428852018,1516,0,1581,1.0,0.0,1.0,0.0,3389.595568632797,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272384,edit,0.0,1752.0,0.0,1.0,EGEWNotSpanned,0,0,0,7.0,6.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272385,0,1152.2317855047368,1722,0.0,0,1152.2317855047368,1722,0,1817,1.0,0.0,1.0,0.0,3546.033846360612,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272385,edit,0.0,1896.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272386,0,1600.8205083509054,1837,0.0,0,1600.8205083509054,1837,0,1905,1.0,0.0,1.0,0.0,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272386,edit,0.0,1983.0,0.0,1.0,EGEWNotSpanned,0,0,0,3.0,3.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272387,0,976.940213520473,1299,0.0,0,976.940213520473,1299,0,1361,1.0,0.0,1.0,0.0,3154.937391915687,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272387,edit,0.0,1657.0,0.0,1.0,EGEWNotSpanned,0,0,0,7.0,7.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272388,0,934.2333252555595,1209,0.0,0,934.2333252555595,1209,0,1241,1.0,0.0,1.0,0.0,3441.7417062556315,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272388,edit,0.0,1384.0,0.0,1.0,EGEWNotSpanned,0,0,0,6.0,5.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272389,0,1355.549882787779,1636,1.0,1,1356.549882787779,1637,0,1685,1.0,0.0,0.9992628358067122,0.0007371641932878642,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272389,edit,0.0,1797.0,0.0,1.0,EGEWNotSpanned,0,0,1,0.0,0.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272390,0,813.2832651529634,1491,0.0,0,813.2832651529634,1491,0,1551,1.0,0.0,1.0,0.0,3441.7417062556315,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272390,edit,0.0,1716.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272391,0,1277.2604527966862,1397,0.0,0,1277.2604527966862,1397,0,1438,1.0,0.0,1.0,0.0,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272391,edit,0.0,1518.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272392,0,1326.8565010005686,1619,0.0,0,1326.8565010005686,1619,0,1667,1.0,0.0,1.0,0.0,3467.814758169431,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272392,edit,0.0,1865.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272393,0,1036.7015884199889,1437,0.0,0,1036.7015884199889,1437,0,1499,1.0,0.0,1.0,0.0,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272393,edit,0.0,1540.0,0.0,1.0,EGEWNotSpanned,0,0,0,2.0,2.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272394,0,1183.5239215750569,1239,0.0,0,1183.5239215750569,1239,0,1297,1.0,0.0,1.0,0.0,3493.887798829326,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272394,edit,0.0,1433.0,0.0,1.0,EGEWNotSpanned,0,0,0,8.0,8.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
GE00001106-GED_G01,GE00001106-GED_G01,SPB00001,10002,272395,0,1108.7986445041724,1805,0.0,0,1108.7986445041724,1805,0,1885,1.0,0.0,1.0,0.0,3650.325806289372,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272395,edit,0.0,1965.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,GE00001106-GED,v0.5.0,Ecoli,Edit,PPV538,ODD179,#NA,#NA
